created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 11:04:30 +0000 2024,Cocok suruh aja Gibran Nyepi jaga IKN bersama bapaknya dan kroninya disana biar jarang dilihat orang. Kalau di Jkt ntar jd sasaran demo. JKT dan istana negara biar diurus Prabowo jd tdk risi ditunggui si Samsul.,in,AhmadLutfhii,Cocok suruh aja Gibran Nyepi jaga IKN bersama bapaknya dan kroninya disana biar jarang dilihat orang  Kalau di Jkt ntar jd sasaran demo  JKT dan istana negara biar diurus Prabowo jd tdk risi ditunggui si Samsul,Cocok suruh aja Gibran Nyepi jaga IKN bersama bapaknya dan kroninya disana biar jarang dilihat orang  Kalau di Jkt ntar jd sasaran demo  JKT dan istana negara biar diurus Prabowo jd tdk risi ditunggui si Samsul,Cocok suruh aja Gibran Nyepi jaga IKN bersama bapaknya dan kroninya disana biar jarang dilihat orang  Kalau di Jkt ntar jd sasaran demo  JKT dan istana negara biar diurus Prabowo jd tdk risi ditunggui si Samsul,cocok suruh aja gibran nyepi jaga ikn bersama bapaknya dan kroninya disana biar jarang dilihat orang  kalau di jkt ntar jd sasaran demo  jkt dan istana negara biar diurus prabowo jd tdk risi ditunggui si samsul,cocok suruh saja gibran nyepi jaga ibu kota nusantara bersama bapaknya dan kroninya disana biar jarang dilihat orang kalau di jakarta nanti jadi sasaran demo jakarta dan istana negara biar diurus prabowo jadi tidak risi ditunggui si samsul,"Just suitable, Gibran Nyepi take care of the capital city of the archipelago with his father and his cronies there so that people are rarely seen if in Jakarta it will be the target of the Jakarta demonstration and the State Palace so that Prabowo is not taken care of so that the Samsul is not rushed by the Samsul",Positive,"['cocok', 'suruh', 'saja', 'gibran', 'nyepi', 'jaga', 'ibu', 'kota', 'nusantara', 'bersama', 'bapaknya', 'dan', 'kroninya', 'disana', 'biar', 'jarang', 'dilihat', 'orang', 'kalau', 'di', 'jakarta', 'nanti', 'jadi', 'sasaran', 'demo', 'jakarta', 'dan', 'istana', 'negara', 'biar', 'diurus', 'prabowo', 'jadi', 'tidak', 'risi', 'ditunggui', 'si', 'samsul']",cocok suruh gibran nyepi jaga kota nusantara bapaknya kroninya disana biar jarang orang jakarta sasaran demo jakarta istana negara biar diurus prabowo risi ditunggui samsul,cocok suruh gibran nyepi jaga kota nusantara bapak kroni sana biar jarang orang jakarta sasar demo jakarta istana negara biar urus prabowo risi tunggu samsul
Mon May 13 11:01:45 +0000 2024,Realistically speaking akan better bagi prabsky untuk membiarkan IKN mangkrak. Krn bebannya nanti nggak cuma anggaran tapi jg transisi birokrasi. Berat sekali untuk konsolidasi pemerintahan baru. Lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya.,in,VeritasArdentur,Realistically speaking akan better bagi prabsky untuk membiarkan IKN mangkrak  Krn bebannya nanti nggak cuma anggaran tapi jg transisi birokrasi  Berat sekali untuk konsolidasi pemerintahan baru  Lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya,Realistically speaking akan better bagi prabsky untuk membiarkan IKN mangkrak  Krn bebannya nanti nggak cuma anggaran tapi jg transisi birokrasi  Berat sekali untuk konsolidasi pemerintahan baru  Lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya,Realistically speaking akan better bagi prabsky untuk membiarkan IKN mangkrak  Krn bebannya nanti nggak cuma anggaran tapi jg transisi birokrasi  Berat sekali untuk konsolidasi pemerintahan baru  Lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya,realistically speaking akan better bagi prabsky untuk membiarkan ikn mangkrak  krn bebannya nanti nggak cuma anggaran tapi jg transisi birokrasi  berat sekali untuk konsolidasi pemerintahan baru  lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya,realistically speaking akan better bagi prabsky untuk membiarkan ibu kota nusantara mangkrak karena bebannya nanti tidak cuma anggaran tapi juga transisi birokrasi berat sekali untuk konsolidasi pemerintahan baru lebih murah dan mudah fokus ke makan siang gratis yang memang janjinya,realistically speaking will be better for Prabsky to let the capital city of the archipelago stalled because the load will not only be a budget but also a very severe bureaucratic transition for the consolidation of the new government is cheaper and easier to focus on free lunch which is indeed promised,Positive,"['realistically', 'speaking', 'akan', 'better', 'bagi', 'prabsky', 'untuk', 'membiarkan', 'ibu', 'kota', 'nusantara', 'mangkrak', 'karena', 'bebannya', 'nanti', 'tidak', 'cuma', 'anggaran', 'tapi', 'juga', 'transisi', 'birokrasi', 'berat', 'sekali', 'untuk', 'konsolidasi', 'pemerintahan', 'baru', 'lebih', 'murah', 'dan', 'mudah', 'fokus', 'ke', 'makan', 'siang', 'gratis', 'yang', 'memang', 'janjinya']",realistically speaking better prabsky membiarkan kota nusantara mangkrak bebannya anggaran transisi birokrasi berat konsolidasi pemerintahan murah mudah fokus makan siang gratis janjinya,realistically speaking better prabsky biar kota nusantara mangkrak beban anggar transisi birokrasi berat konsolidasi perintah murah mudah fokus makan siang gratis janji
Mon May 13 11:00:04 +0000 2024,Bandara hanya utk VVIP bkn utk rakyat jelas IKN untuk siapa. https://t.co/Bh0QF7gnyp,in,AbiebSyah087021,Bandara hanya utk VVIP bkn utk rakyat jelas IKN untuk siapa,Bandara hanya utk VVIP bkn utk rakyat jelas IKN untuk siapa,Bandara hanya utk VVIP bkn utk rakyat jelas IKN untuk siapa,bandara hanya utk vvip bkn utk rakyat jelas ikn untuk siapa,bandara hanya untuk vvip bukan untuk rakyat jelas ibu kota nusantara untuk siapa,The airport is only for VVIP not for the people is clearly the capital city of the archipelago for whom,Positive,"['bandara', 'hanya', 'untuk', 'vvip', 'bukan', 'untuk', 'rakyat', 'jelas', 'ibu', 'kota', 'nusantara', 'untuk', 'siapa']",bandara vvip rakyat kota nusantara,bandara vvip rakyat kota nusantara
Mon May 13 10:55:39 +0000 2024,dah dibilang ikn bkn utk bersama wkwkw,in,mutermalem,dah dibilang ikn bkn utk bersama wkwkw,dah dibilang ikn bkn utk bersama wkwkw,dah dibilang ikn bkn utk bersama wkwkw,dah dibilang ikn bkn utk bersama wkwkw,sudah dibilang ibu kota nusantara bukan untuk bersama wkwkw,It is said that the capital city of the archipelago is not for joint time,Negative,"['sudah', 'dibilang', 'ibu', 'kota', 'nusantara', 'bukan', 'untuk', 'bersama', 'wkwkw']",dibilang kota nusantara wkwkw,bilang kota nusantara wkwkw
Mon May 13 10:54:37 +0000 2024,@Shanty1BM Negara rugi nangkep trus ngasih makan slama di prodeo. Mending kirim kerja Rodi/Romusha bangun rel di Sumatera Kalimantan Sulawesi atau bikin jln di Papua atau jd kuli buat bangun IKN.,in,ErwinSatriani,Negara rugi nangkep trus ngasih makan slama di prodeo  Mending kirim kerja Rodi Romusha bangun rel di Sumatera Kalimantan Sulawesi atau bikin jln di Papua atau jd kuli buat bangun IKN,Negara rugi nangkep trus ngasih makan slama di prodeo  Mending kirim kerja Rodi Romusha bangun rel di Sumatera Kalimantan Sulawesi atau bikin jln di Papua atau jd kuli buat bangun IKN,Negara rugi nangkep trus ngasih makan slama di prodeo  Mending kirim kerja Rodi Romusha bangun rel di Sumatera Kalimantan Sulawesi atau bikin jln di Papua atau jd kuli buat bangun IKN,negara rugi nangkep trus ngasih makan slama di prodeo  mending kirim kerja rodi romusha bangun rel di sumatera kalimantan sulawesi atau bikin jln di papua atau jd kuli buat bangun ikn,negara rugi nangkep terus memberikan makan slama di prodeo lebih baik kirim kerja rodi romusha bangun rel di sumatera kalimantan sulawesi atau bikin jalan di papua atau jadi kuli buat bangun ibu kota nusantara,State loss nangkep continues to provide food in the prodeo better sending rodi rodi rodi rod to build rails in Sumatra Kalimantan Sulawesi or make a road in Papua or become a coolie to build the capital city of the archipelago,Positive,"['negara', 'rugi', 'nangkep', 'terus', 'memberikan', 'makan', 'slama', 'di', 'prodeo', 'lebih', 'baik', 'kirim', 'kerja', 'rodi', 'romusha', 'bangun', 'rel', 'di', 'sumatera', 'kalimantan', 'sulawesi', 'atau', 'bikin', 'jalan', 'di', 'papua', 'atau', 'jadi', 'kuli', 'buat', 'bangun', 'ibu', 'kota', 'nusantara']",negara rugi nangkep makan slama prodeo kirim kerja rodi romusha bangun rel sumatera kalimantan sulawesi bikin jalan papua kuli bangun kota nusantara,negara rugi nangkep makan slama prodeo kirim kerja rodi romusha bangun rel sumatera kalimantan sulawesi bikin jalan papua kuli bangun kota nusantara
Mon May 13 10:54:26 +0000 2024,@LexWu_13 @didienAZHAR @jokowi Benar pak. Pelayanan kesehatan masyarakat yg masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek IKN atau kereta Whooos.,in,her_alone,Benar pak  Pelayanan kesehatan masyarakat yg masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek IKN atau kereta Whooos,Benar pak  Pelayanan kesehatan masyarakat yg masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek IKN atau kereta Whooos,Benar pak  Pelayanan kesehatan masyarakat yg masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek IKN atau kereta Whos,benar pak  pelayanan kesehatan masyarakat yg masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek ikn atau kereta whos,benar pak pelayanan kesehatan masyarakat yang masih kurang diseluruh pelosok tanah air ini sungguh jauh lebih penting daripada proyek ibu kota nusantara atau kereta whos,It is true that the public health services that are still lacking in all corners of the country are really far more important than the Capital City Project or the Whos Train,Positive,"['benar', 'pak', 'pelayanan', 'kesehatan', 'masyarakat', 'yang', 'masih', 'kurang', 'diseluruh', 'pelosok', 'tanah', 'air', 'ini', 'sungguh', 'jauh', 'lebih', 'penting', 'daripada', 'proyek', 'ibu', 'kota', 'nusantara', 'atau', 'kereta', 'whos']",pelayanan kesehatan masyarakat diseluruh pelosok tanah air sungguh proyek kota nusantara kereta whos,layan sehat masyarakat seluruh pelosok tanah air sungguh proyek kota nusantara kereta whos
Mon May 13 10:53:01 +0000 2024,Just clocked rumah dinas baru menteri di IKN deket hutan/bekas hutan #weareready https://t.co/Ic9pLiuuj6,in,yeaitsallgood,Just clocked rumah dinas baru menteri di IKN deket hutan bekas hutan,Just clocked rumah dinas baru menteri di IKN deket hutan bekas hutan,Just clocked rumah dinas baru menteri di IKN deket hutan bekas hutan,just clocked rumah dinas baru menteri di ikn deket hutan bekas hutan,just clocked rumah dinas baru menteri di ibu kota nusantara deket hutan bekas hutan,Just CLOCED NEW OFFICE HOUSE Ministerial Minister in the capital city of the archipelago near the forest forest,Positive,"['just', 'clocked', 'rumah', 'dinas', 'baru', 'menteri', 'di', 'ibu', 'kota', 'nusantara', 'deket', 'hutan', 'bekas', 'hutan']",just clocked rumah dinas menteri kota nusantara deket hutan bekas hutan,just clocked rumah dinas menteri kota nusantara deket hutan bekas hutan
Mon May 13 10:52:09 +0000 2024,@toe_giman Amanah undang2 orng miskin dan anak terlantar d pelihara negara ini malah bangun ikn .,in,bangban96154536,Amanah undang  orng miskin dan anak terlantar d pelihara negara ini malah bangun ikn,Amanah undang  orng miskin dan anak terlantar d pelihara negara ini malah bangun ikn,Amanah undang  orng miskin dan anak terlantar d pelihara negara ini malah bangun ikn,amanah undang  orng miskin dan anak terlantar d pelihara negara ini malah bangun ikn,amanah undang orang miskin dan anak terlantar di pelihara negara ini bahkan bangun ibu kota nusantara,Amanah invited poor people and abandoned children to maintain this country even built the capital city of the archipelago,Negative,"['amanah', 'undang', 'orang', 'miskin', 'dan', 'anak', 'terlantar', 'di', 'pelihara', 'negara', 'ini', 'bahkan', 'bangun', 'ibu', 'kota', 'nusantara']",amanah undang orang miskin anak terlantar pelihara negara bangun kota nusantara,amanah undang orang miskin anak lantar pelihara negara bangun kota nusantara
Mon May 13 10:51:45 +0000 2024,https://t.co/YHk6t07ffQ Ya ya ya gambar yang lumayan. Tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan IKN salah satunya. Saya bantu ingatkan apa kata menteri kalian: https://t.co/g8OvlnR9uc,in,kendarabadai,Ya ya ya gambar yang lumayan  Tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan IKN salah satunya  Saya bantu ingatkan apa kata menteri kalian,Ya ya ya gambar yang lumayan  Tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan IKN salah satunya  Saya bantu ingatkan apa kata menteri kalian,Ya ya ya gambar yang lumayan  Tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan IKN salah satunya  Saya bantu ingatkan apa kata menteri kalian,ya ya ya gambar yang lumayan  tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan ikn salah satunya  saya bantu ingatkan apa kata menteri kalian,iya iya iya gambar yang lumayan tapi itu tidak cukup untuk memungkiri fakta bahwa habitat satwa endemik terus terancam rusak dan seutuhnya hilang dirampas pembangunan ibu kota nusantara salah satunya saya bantu ingatkan apa kata menteri kalian,"yes yes yes a decent picture but it is not enough to deny the fact that endemic animal habitat continues to be threatened to be damaged and completely disappeared by the construction of the capital city of the archipelago, one of which I help remind what your minister said",Positive,"['iya', 'iya', 'iya', 'gambar', 'yang', 'lumayan', 'tapi', 'itu', 'tidak', 'cukup', 'untuk', 'memungkiri', 'fakta', 'bahwa', 'habitat', 'satwa', 'endemik', 'terus', 'terancam', 'rusak', 'dan', 'seutuhnya', 'hilang', 'dirampas', 'pembangunan', 'ibu', 'kota', 'nusantara', 'salah', 'satunya', 'saya', 'bantu', 'ingatkan', 'apa', 'kata', 'menteri', 'kalian']",iya iya iya gambar lumayan memungkiri fakta habitat satwa endemik terancam rusak seutuhnya hilang dirampas pembangunan kota nusantara salah satunya bantu ingatkan menteri,iya iya iya gambar lumayan mungkir fakta habitat satwa endemik ancam rusak utuh hilang rampas bangun kota nusantara salah satu bantu ingat menteri
Mon May 13 10:48:53 +0000 2024,Anggota Dewanpun baru mau tinggal di IKN klo infrastruktur prasarana dn smua fasilitas udah lngkap semua.Pdhal nunggu lngkap itu baru bisa di th 2045..( Alasan aj padune ora gelem pindah),in,chenoa2104,Anggota Dewanpun baru mau tinggal di IKN klo infrastruktur prasarana dn smua fasilitas udah lngkap semua Pdhal nunggu lngkap itu baru bisa di th      Alasan aj padune ora gelem pindah,Anggota Dewanpun baru mau tinggal di IKN klo infrastruktur prasarana dn smua fasilitas udah lngkap semua Pdhal nunggu lngkap itu baru bisa di th      Alasan aj padune ora gelem pindah,Anggota Dewanpun baru mau tinggal di IKN klo infrastruktur prasarana dn smua fasilitas udah lngkap semua Pdhal nunggu lngkap itu baru bisa di th Alasan aj padune ora gelem pindah,anggota dewanpun baru mau tinggal di ikn klo infrastruktur prasarana dn smua fasilitas udah lngkap semua pdhal nunggu lngkap itu baru bisa di th alasan aj padune ora gelem pindah,anggota dewanpun baru mau tinggal di ibu kota nusantara kalau infrastruktur prasarana dn semua fasilitas sudah lngkap semua padahal nunggu lngkap itu baru bisa di th alasan saja padune ora gelem pindah,The council members just want to live in the capital city of the archipelago if infrastructure infrastructure and all the facilities have all been all even though waiting for the lngkap it can only,Positive,"['anggota', 'dewanpun', 'baru', 'mau', 'tinggal', 'di', 'ibu', 'kota', 'nusantara', 'kalau', 'infrastruktur', 'prasarana', 'dn', 'semua', 'fasilitas', 'sudah', 'lngkap', 'semua', 'padahal', 'nunggu', 'lngkap', 'itu', 'baru', 'bisa', 'di', 'th', 'alasan', 'saja', 'padune', 'ora', 'gelem', 'pindah']",anggota dewanpun tinggal kota nusantara infrastruktur prasarana fasilitas lngkap nunggu lngkap alasan padune ora gelem pindah,anggota dewan tinggal kota nusantara infrastruktur prasarana fasilitas lngkap nunggu lngkap alas padune ora gelem pindah
Mon May 13 10:48:48 +0000 2024,@dinulfadli_ @MafiaWasit @KemenPU Ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah?,in,DeeCow2,Ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah,Ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah,Ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah,ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah,ibu kota nusantara apa buat program makan siang gratis atau buat rumah menteri yang di ibu kota nusantara yang masih di komenin karena belum kliatan wah,The capital city of the archipelago is for a free lunch program or for the minister's house in the capital city of the archipelago which is still commented because it hasn't been seen yet,Positive,"['ibu', 'kota', 'nusantara', 'apa', 'buat', 'program', 'makan', 'siang', 'gratis', 'atau', 'buat', 'rumah', 'menteri', 'yang', 'di', 'ibu', 'kota', 'nusantara', 'yang', 'masih', 'di', 'komenin', 'karena', 'belum', 'kliatan', 'wah']",kota nusantara program makan siang gratis rumah menteri kota nusantara komenin kliatan,kota nusantara program makan siang gratis rumah menteri kota nusantara komenin kliatan
